date,domain,status,status_details,pages
2021-12-09,domain22,Excluded,Soft 404,1
2021-12-10,domain22,Excluded,Alternate page with proper canonical tag,5085
2021-12-10,domain22,Excluded,Blocked by robots.txt,0
2021-12-10,domain22,Excluded,Blocked due to access forbidden (403),0
2021-12-10,domain22,Excluded,Crawled - currently not indexed,278
2021-12-10,domain22,Excluded,Discovered - currently not indexed,61
2021-12-10,domain22,Excluded,Excluded by ‘noindex’ tag,59
2021-12-10,domain22,Valid,"Indexed, not submitted in sitemap",9262
2021-12-10,domain22,Excluded,Not found (404),8
2021-12-10,domain22,Excluded,Page with redirect,181
2021-12-10,domain22,Excluded,Soft 404,1
2021-12-13,domain22,Excluded,Alternate page with proper canonical tag,5062
2021-12-13,domain22,Excluded,Blocked by robots.txt,0
2021-12-13,domain22,Excluded,Blocked due to access forbidden (403),0
2021-12-13,domain22,Excluded,Crawled - currently not indexed,278
2021-12-13,domain22,Excluded,Discovered - currently not indexed,61
2021-12-13,domain22,Excluded,Excluded by ‘noindex’ tag,58
2021-12-13,domain22,Valid,"Indexed, not submitted in sitemap",9269
2021-12-13,domain22,Excluded,Not found (404),8
2021-12-13,domain22,Excluded,Page with redirect,181
2021-12-13,domain22,,Soft 404,1
2021-12-14,domain22,Excluded,Alternate page with proper canonical tag,5062
2021-12-14,domain22,Excluded,Blocked by robots.txt,0
2021-12-14,domain22,Excluded,Blocked due to access forbidden (403),0
2021-12-14,domain22,Excluded,Crawled - currently not indexed,278
2021-12-14,domain22,Excluded,Discovered - currently not indexed,61
2021-12-14,domain22,Excluded,Excluded by ‘noindex’ tag,58
2021-12-14,domain22,Valid,"Indexed, not submitted in sitemap",9269
2021-12-14,domain22,Excluded,Not found (404),8
2021-12-14,domain22,Excluded,Page with redirect,181
2021-12-14,domain22,Excluded,Soft 404,1
2021-12-15,domain22,Excluded,Alternate page with proper canonical tag,5060
2021-12-15,domain22,Excluded,Blocked by robots.txt,0
2021-12-15,domain22,Excluded,Blocked due to access forbidden (403),0
2021-12-15,domain22,Excluded,Crawled - currently not indexed,280
2021-12-15,domain22,Excluded,Discovered - currently not indexed,62
2021-12-15,domain22,Excluded,Excluded by ‘noindex’ tag,58
2021-12-15,domain22,Valid,"Indexed, not submitted in sitemap",9267
2021-12-15,domain22,Excluded,Not found (404),8
2021-12-15,domain22,Excluded,Page with redirect,181
2021-12-15,domain22,Excluded,Soft 404,1
2021-12-06,domain23,Excluded,Alternate page with proper canonical tag,34
2021-12-06,domain23,Excluded,Crawled - currently not indexed,3
2021-12-06,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-06,domain23,Excluded,Excluded by ‘noindex’ tag,0
2021-12-06,domain23,Valid,"Indexed, not submitted in sitemap",12
2021-12-07,domain23,Excluded,Alternate page with proper canonical tag,34
2021-12-07,domain23,Excluded,Crawled - currently not indexed,3
2021-12-07,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-07,domain23,Valid,"Indexed, not submitted in sitemap",12
2021-12-09,domain23,Excluded,Alternate page with proper canonical tag,34
2021-12-09,domain23,Excluded,Crawled - currently not indexed,3
2021-12-09,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-09,domain23,Valid,"Indexed, not submitted in sitemap",12
2021-12-10,domain23,Excluded,Alternate page with proper canonical tag,34
2021-12-10,domain23,Excluded,Crawled - currently not indexed,3
2021-12-10,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-10,domain23,Valid,"Indexed, not submitted in sitemap",12
,domain23,Excluded,Alternate page with proper canonical tag,34
2021-12-13,domain23,Excluded,Crawled - currently not indexed,3
2021-12-13,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-13,domain23,Valid,"Indexed, not submitted in sitemap",12
2021-12-14,domain23,Excluded,Alternate page with proper canonical tag,34
2021-12-14,domain23,Excluded,Crawled - currently not indexed,3
2021-12-14,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-14,domain23,Valid,"Indexed, not submitted in sitemap",
2021-12-15,domain23,Excluded,Alternate page with proper canonical tag,33
2021-12-15,domain23,Excluded,Crawled - currently not indexed,4
2021-12-15,domain23,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-15,domain23,Valid,"Indexed, not submitted in sitemap",12
2021-12-09,domain24,Excluded,Alternate page with proper canonical tag,1936
2021-12-09,domain24,Excluded,Blocked due to other 4xx issue,0
2021-12-09,domain24,Excluded,Crawled - currently not indexed,4691
2021-12-09,domain24,Excluded,Discovered - currently not indexed,5
2021-12-09,domain24,Excluded,Duplicate without user-selected canonical,86
2021-12-09,domain24,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-09,domain24,Excluded,"Duplicate, submitted URL not selected as canonical",13
2021-12-09,domain24,Excluded,Excluded by ‘noindex’ tag,3435
2021-12-09,,Valid,"Indexed, not submitted in sitemap",41
2021-12-09,domain24,Warning,"Indexed, though blocked by robots.txt",3
2021-12-09,domain24,,Not found (404),1408
2021-12-09,domain24,Excluded,Page with redirect,1728
2021-12-09,domain24,Error,Redirect error,2
2021-12-09,domain24,Error,Server error (5xx),0
2021-12-09,domain24,Valid,Submitted and indexed,4416
2021-12-09,domain24,Error,Submitted URL not found (404),0
2021-12-10,domain24,Excluded,Alternate page with proper canonical tag,1936
2021-12-10,domain24,Excluded,Blocked due to other 4xx issue,0
2021-12-10,domain24,Excluded,Crawled - currently not indexed,4691
2021-12-10,domain24,Excluded,Discovered - currently not indexed,5
2021-12-10,domain24,Excluded,Duplicate without user-selected canonical,86
2021-12-10,domain24,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-10,domain24,Excluded,"Duplicate, submitted URL not selected as canonical",13
2021-12-10,domain24,Excluded,Excluded by ‘noindex’ tag,3435
2021-12-10,domain24,Valid,"Indexed, not submitted in sitemap",41
2021-12-10,domain24,Warning,"Indexed, though blocked by robots.txt",3
2021-12-10,domain24,Excluded,Not found (404),1408
2021-12-10,domain24,Excluded,Page with redirect,1728
2021-12-10,domain24,Error,Redirect error,2
2021-12-10,domain24,Error,Server error (5xx),0
2021-12-10,domain24,Valid,Submitted and indexed,4416
2021-12-10,domain24,Error,Submitted URL not found (404),0
2021-12-13,domain24,Excluded,Alternate page with proper canonical tag,1940
2021-12-13,domain24,Excluded,Blocked due to other 4xx issue,0
2021-12-13,domain24,,Crawled - currently not indexed,4683
2021-12-13,domain24,Excluded,Discovered - currently not indexed,7
2021-12-13,domain24,Excluded,Duplicate without user-selected canonical,82
2021-12-13,domain24,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-13,domain24,Excluded,"Duplicate, submitted URL not selected as canonical",13
2021-12-13,domain24,,Excluded by ‘noindex’ tag,3364
2021-12-13,domain24,Valid,"Indexed, not submitted in sitemap",52
2021-12-13,domain24,Warning,"Indexed, though blocked by robots.txt",3
2021-12-13,domain24,Excluded,Not found (404),1423
2021-12-13,domain24,Excluded,Page with redirect,1739
2021-12-13,domain24,Error,Redirect error,2
2021-12-13,domain24,Error,Server error (5xx),0
2021-12-13,domain24,Valid,Submitted and indexed,4436
2021-12-13,domain24,Error,Submitted URL not found (404),0
2021-12-14,domain24,Excluded,Alternate page with proper canonical tag,1940
2021-12-14,domain24,Excluded,Blocked due to other 4xx issue,0
2021-12-14,domain24,Excluded,Crawled - currently not indexed,4683
2021-12-14,domain24,Excluded,Discovered - currently not indexed,7
2021-12-14,domain24,Excluded,Duplicate without user-selected canonical,82
2021-12-14,domain24,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-14,domain24,Excluded,"Duplicate, submitted URL not selected as canonical",13
2021-12-14,domain24,Excluded,Excluded by ‘noindex’ tag,3364
2021-12-14,domain24,Valid,"Indexed, not submitted in sitemap",52
2021-12-14,domain24,Warning,"Indexed, though blocked by robots.txt",3
2021-12-14,domain24,Excluded,Not found (404),1423
2021-12-14,domain24,Excluded,Page with redirect,1739
2021-12-14,domain24,Error,Redirect error,2
2021-12-14,domain24,Error,Server error (5xx),
2021-12-14,domain24,Valid,Submitted and indexed,4436
2021-12-14,domain24,Error,Submitted URL not found (404),0
2021-12-15,domain24,Excluded,Alternate page with proper canonical tag,1955
2021-12-15,domain24,Excluded,Blocked due to other 4xx issue,0
2021-12-15,domain24,Excluded,Crawled - currently not indexed,4698
2021-12-15,domain24,Excluded,Discovered - currently not indexed,5
2021-12-15,domain24,Excluded,Duplicate without user-selected canonical,82
2021-12-15,domain24,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-15,domain24,Excluded,"Duplicate, submitted URL not selected as canonical",13
2021-12-15,domain24,Excluded,Excluded by ‘noindex’ tag,3360
2021-12-15,,Valid,"Indexed, not submitted in sitemap",60
2021-12-15,domain24,Warning,"Indexed, though blocked by robots.txt",3
2021-12-15,domain24,Excluded,Not found (404),1486
2021-12-15,domain24,Excluded,Page with redirect,1743
2021-12-15,domain24,Error,Redirect error,2
2021-12-15,domain24,Error,Server error (5xx),0
2021-12-15,domain24,Valid,Submitted and indexed,4440
2021-12-15,domain24,Error,Submitted URL not found (404),0
2021-12-06,domain25,Excluded,Alternate page with proper canonical tag,10
2021-12-06,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-06,domain25,,Crawled - currently not indexed,16
2021-12-06,domain25,Excluded,Excluded by ‘noindex’ tag,8
2021-12-06,domain25,Valid,"Indexed, not submitted in sitemap",46
2021-12-06,domain25,Excluded,Page with redirect,7
2021-12-07,domain25,Excluded,Alternate page with proper canonical tag,10
,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-07,domain25,Excluded,Crawled - currently not indexed,16
2021-12-07,domain25,Excluded,Excluded by ‘noindex’ tag,8
2021-12-07,domain25,Valid,"Indexed, not submitted in sitemap",46
,domain25,Excluded,Page with redirect,7
2021-12-09,domain25,Excluded,Alternate page with proper canonical tag,10
2021-12-09,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-09,domain25,Excluded,Crawled - currently not indexed,16
2021-12-09,domain25,Excluded,Excluded by ‘noindex’ tag,8
2021-12-09,domain25,Valid,"Indexed, not submitted in sitemap",45
2021-12-09,domain25,Excluded,Page with redirect,7
2021-12-10,domain25,Excluded,Alternate page with proper canonical tag,10
2021-12-10,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-10,domain25,Excluded,Crawled - currently not indexed,16
2021-12-10,domain25,Excluded,Excluded by ‘noindex’ tag,8
2021-12-10,domain25,Valid,"Indexed, not submitted in sitemap",45
2021-12-10,domain25,Excluded,Page with redirect,7
2021-12-13,domain25,Excluded,Alternate page with proper canonical tag,10
2021-12-13,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-13,domain25,Excluded,Crawled - currently not indexed,14
2021-12-13,domain25,Excluded,Excluded by ‘noindex’ tag,8
,domain25,Valid,"Indexed, not submitted in sitemap",45
2021-12-13,domain25,Excluded,Page with redirect,7
2021-12-14,domain25,Excluded,Alternate page with proper canonical tag,10
2021-12-14,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-14,domain25,Excluded,Crawled - currently not indexed,14
2021-12-14,domain25,Excluded,Excluded by ‘noindex’ tag,8
2021-12-14,domain25,Valid,"Indexed, not submitted in sitemap",45
2021-12-14,domain25,Excluded,Page with redirect,7
2021-12-15,domain25,Excluded,Alternate page with proper canonical tag,10
2021-12-15,domain25,Excluded,Blocked due to other 4xx issue,0
2021-12-15,domain25,Excluded,Crawled - currently not indexed,13
2021-12-15,domain25,Excluded,Excluded by ‘noindex’ tag,8
2021-12-15,domain25,Valid,"Indexed, not submitted in sitemap",45
2021-12-15,domain25,Excluded,Page with redirect,7
2021-12-06,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-06,domain26,Excluded,Crawled - currently not indexed,45
2021-12-06,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-06,domain26,Excluded,Excluded by ‘noindex’ tag,2
2021-12-06,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-06,domain26,Excluded,Not found (404),0
2021-12-06,domain26,Excluded,Page with redirect,3
2021-12-07,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-07,domain26,Excluded,Crawled - currently not indexed,45
2021-12-07,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-07,domain26,Excluded,Excluded by ‘noindex’ tag,2
2021-12-07,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-07,domain26,Excluded,Not found (404),0
2021-12-07,domain26,Excluded,Page with redirect,3
2021-12-09,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-09,domain26,Excluded,Crawled - currently not indexed,45
2021-12-09,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-09,domain26,Excluded,Excluded by ‘noindex’ tag,2
2021-12-09,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-09,domain26,Excluded,Not found (404),0
2021-12-09,domain26,Excluded,Page with redirect,3
2021-12-10,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-10,domain26,Excluded,Crawled - currently not indexed,45
2021-12-10,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-10,,Excluded,Excluded by ‘noindex’ tag,2
2021-12-10,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-10,domain26,Excluded,Not found (404),0
2021-12-10,domain26,Excluded,Page with redirect,3
2021-12-13,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-13,domain26,Excluded,Crawled - currently not indexed,45
2021-12-13,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-13,domain26,Excluded,Excluded by ‘noindex’ tag,2
2021-12-13,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-13,domain26,Excluded,Not found (404),0
2021-12-13,domain26,Excluded,Page with redirect,3
2021-12-14,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-14,domain26,Excluded,Crawled - currently not indexed,45
2021-12-14,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-14,domain26,Excluded,Excluded by ‘noindex’ tag,2
2021-12-14,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-14,domain26,Excluded,Not found (404),0
2021-12-14,domain26,Excluded,Page with redirect,3
2021-12-15,domain26,Excluded,Alternate page with proper canonical tag,50
2021-12-15,domain26,Excluded,Crawled - currently not indexed,44
2021-12-15,domain26,Excluded,"Duplicate, Google chose different canonical than user",7
2021-12-15,domain26,Excluded,Excluded by ‘noindex’ tag,2
2021-12-15,domain26,Valid,"Indexed, not submitted in sitemap",22
2021-12-15,domain26,Excluded,Not found (404),0
2021-12-15,domain26,Excluded,Page with redirect,3
2021-12-06,domain27,Excluded,Alternate page with proper canonical tag,469
2021-12-06,domain27,Excluded,Blocked by robots.txt,11
2021-12-06,domain27,Excluded,Crawled - currently not indexed,1956
2021-12-06,domain27,Excluded,Discovered - currently not indexed,776
2021-12-06,domain27,Excluded,Duplicate without user-selected canonical,4
2021-12-06,domain27,Excluded,"Duplicate, submitted URL not selected as canonical",12
2021-12-06,domain27,Excluded,Excluded by ‘noindex’ tag,3090
2021-12-06,domain27,Valid,"Indexed, not submitted in sitemap",892
2021-12-06,domain27,Warning,"Indexed, though blocked by robots.txt",20
2021-12-06,domain27,Excluded,Not found (404),10
2021-12-06,domain27,Excluded,Page with redirect,513
2021-12-06,domain27,Valid,Submitted and indexed,6224
2021-12-06,domain27,Error,Submitted URL not found (404),0
2021-12-07,domain27,Excluded,Alternate page with proper canonical tag,469
2021-12-07,domain27,Excluded,Blocked by robots.txt,11
